 k(Mpc^-1)     CL=0.4515     CL=0.5763     CL=0.6827     CL=0.7699     CL=0.8385     CL=0.8904     CL=0.9281     CL=0.9545     CL=0.9722     CL=0.9836     CL=0.9907     CL=0.9949     CL=0.9973
 0.3194662E+05 0.7721040E-08 0.7999255E-08 0.8204159E-08 0.8355842E-08 0.8466903E-08 0.8546786E-08 0.8602805E-08 0.8641105E-08 0.8666374E-08 0.8682479E-08 0.8692447E-08 0.8698319E-08 0.8701667E-08
 0.3106788E+05 0.7791155E-08 0.8073217E-08 0.8281010E-08 0.8434862E-08 0.8547528E-08 0.8628574E-08 0.8685415E-08 0.8724274E-08 0.8749915E-08 0.8766261E-08 0.8776373E-08 0.8782331E-08 0.8785729E-08
 0.3021331E+05 0.7862160E-08 0.8148138E-08 0.8358873E-08 0.8514931E-08 0.8629231E-08 0.8711462E-08 0.8769138E-08 0.8808570E-08 0.8834590E-08 0.8851178E-08 0.8861443E-08 0.8867490E-08 0.8870938E-08
 0.2938222E+05 0.7934067E-08 0.8224032E-08 0.8437760E-08 0.8596071E-08 0.8712037E-08 0.8795474E-08 0.8854002E-08 0.8894018E-08 0.8920424E-08 0.8937258E-08 0.8947673E-08 0.8953813E-08 0.8957313E-08
 0.2857402E+05 0.8006891E-08 0.8300913E-08 0.8517692E-08 0.8678295E-08 0.8795958E-08 0.8880625E-08 0.8940020E-08 0.8980631E-08 0.9007432E-08 0.9024517E-08 0.9035087E-08 0.9041320E-08 0.9044871E-08
 0.2778804E+05 0.8080647E-08 0.8378800E-08 0.8598689E-08 0.8761624E-08 0.8881019E-08 0.8966937E-08 0.9027216E-08 0.9068437E-08 0.9095635E-08 0.9112977E-08 0.9123709E-08 0.9130032E-08 0.9133637E-08
 0.2702367E+05 0.8155354E-08 0.8457713E-08 0.8680763E-08 0.8846082E-08 0.8967235E-08 0.9054433E-08 0.9115614E-08 0.9157450E-08 0.9185060E-08 0.9202663E-08 0.9213554E-08 0.9219976E-08 0.9223635E-08
 0.2628034E+05 0.8231024E-08 0.8537666E-08 0.8763940E-08 0.8931682E-08 0.9054631E-08 0.9143131E-08 0.9205230E-08 0.9247697E-08 0.9275725E-08 0.9293594E-08 0.9304653E-08 0.9311169E-08 0.9314883E-08
 0.2555746E+05 0.8307674E-08 0.8618676E-08 0.8848237E-08 0.9018450E-08 0.9143229E-08 0.9233057E-08 0.9296088E-08 0.9339202E-08 0.9367655E-08 0.9385795E-08 0.9397019E-08 0.9403634E-08 0.9407405E-08
 0.2485446E+05 0.8385323E-08 0.8700766E-08 0.8933673E-08 0.9106403E-08 0.9233047E-08 0.9324228E-08 0.9388218E-08 0.9431983E-08 0.9460870E-08 0.9479288E-08 0.9490683E-08 0.9497399E-08 0.9501228E-08
