# k[h/Mpc] P(k)[h^3/Mpc^3]
    0.0020106200       122000.00
    0.0060318600       89263.900
     0.010053100       76413.100
     0.014074300       65078.100
     0.018095600       73786.200
     0.022116800       65401.400
     0.026138100       53352.100
     0.030159300       50004.100
     0.034180500       50523.900
     0.038201800       46512.600
     0.042223000       42544.600
     0.046244200       37871.000
     0.050265500       34217.400
     0.054286700       32978.300
     0.058308000       32790.800
     0.062329200       32539.200
     0.066350400       30844.700
     0.070371700       28857.500
     0.074392900       26563.900
     0.078414200       24831.900
     0.082435400       22845.400
     0.086456600       20933.400
     0.090477900       19903.600
     0.094499100       18923.200
     0.098520300       18164.000
      0.10254200       17179.200
      0.10656300       15808.000
      0.11058400       14698.900
      0.11460500       14251.400
      0.11862700       14400.900
      0.12264800       13997.000
      0.12666900       13297.800
      0.13069000       12648.600
      0.13471100       12004.400
      0.13873300       11540.300
      0.14275400       11026.300
      0.14677500       10504.900
      0.15079600       10086.900
      0.15481800       9406.1000
      0.15883900       9021.8000
      0.16286000       8807.9700
      0.16688100       8395.6500
      0.17090300       8056.1800
      0.17492400       7903.3100
      0.17894500       7678.0500
      0.18296600       7416.9800
      0.18698800       7405.7500
      0.19100900       7058.4000
      0.19503000       6880.1300
      0.19905100       6556.1400
      0.20307300       6214.9800
      0.20709400       6034.3000
      0.21111500       5934.8800
      0.21513600       5755.9200
      0.21915800       5565.8500
      0.22317900       5354.4500
      0.22720000       5248.7400
      0.23122100       5161.1700
      0.23524200       5020.5200
      0.23926400       4918.8700
      0.24328500       4783.5300
      0.24730600       4662.1800
      0.25132700       4589.1700
      0.25534900       4308.9900
      0.25937000       4139.9500
      0.26339100       4043.2900
      0.26741200       3985.5200
      0.27143400       3861.6800
      0.27545500       3756.0100
      0.27947600       3685.8200
      0.28349700       3568.0200
      0.28751900       3486.3600
      0.29154000       3415.5400
      0.29556100       3335.5600
      0.29958200       3246.3000
      0.30360400       3158.0500
      0.30762500       3080.1700
      0.31164600       3063.4900
      0.31566700       3014.6800
      0.31968800       2889.1900
      0.32371000       2798.1700
      0.32773100       2790.2100
      0.33175200       2711.8000
      0.33577300       2681.3400
      0.33979500       2586.5500
      0.34381600       2547.9200
      0.34783700       2484.5800
      0.35185800       2432.0800
      0.35588000       2373.6700
      0.35990100       2323.6800
      0.36392200       2261.9000
      0.36794300       2171.4900
      0.37196500       2157.4100
      0.37598600       2146.4700
      0.38000700       2128.6900
      0.38402800       2072.5400
      0.38805000       2020.3100
      0.39207100       1992.4100
      0.39609200       1992.5600
      0.40011300       1918.3000
      0.40413400       1857.6600
      0.40815600       1755.4400
      0.41217700       1737.5000
      0.41619800       1723.3900
      0.42021900       1688.2200
      0.42424100       1663.7200
      0.42826200       1664.9000
      0.43228300       1597.3800
      0.43630400       1572.7700
      0.44032600       1561.1800
      0.44434700       1536.3300
      0.44836800       1502.8400
      0.45238900       1454.6900
      0.45641100       1420.4500
      0.46043200       1367.0700
      0.46445300       1363.8900
      0.46847400       1356.9400
      0.47249600       1382.1100
      0.47651700       1333.7200
      0.48053800       1311.6600
      0.48455900       1326.4100
      0.48858000       1271.2500
      0.49260200       1226.2800
      0.49662300       1185.4000
      0.50064400       1217.0100
      0.50466500       1191.3300
      0.50868700       1134.1900
      0.51270800       1125.6800
      0.51672900       1114.7100
      0.52075000       1105.8700
      0.52477200       1035.4100
      0.52879300       991.02300
      0.53281400       1004.7100
      0.53683500       1012.0800
      0.54085700       1006.2500
      0.54487800       1001.4100
      0.54889900       952.63200
      0.55292000       923.62100
      0.55694200       895.52300
      0.56096300       883.15300
      0.56498400       899.18500
      0.56900500       909.05200
      0.57302700       840.33800
      0.57704800       850.96300
      0.58106900       834.61300
      0.58509000       844.77900
      0.58911100       831.79500
      0.59313300       820.19200
      0.59715400       794.48500
      0.60117500       810.50900
      0.60519600       808.39300
      0.60921800       752.50900
      0.61323900       745.13400
      0.61726000       757.66200
      0.62128100       753.12200
      0.62530300       738.38300
      0.62932400       709.50700
      0.63334500       701.93100
      0.63736600       688.15700
      0.64138800       672.76500
      0.64540900       657.10700
      0.64943000       664.13400
      0.65345100       697.10100
      0.65747300       693.74400
      0.66149400       664.12400
      0.66551500       623.19600
      0.66953600       627.22900
      0.67355700       601.87400
      0.67757900       579.84400
      0.68160000       581.44700
      0.68562100       573.61700
      0.68964200       564.56000
      0.69366400       548.50300
      0.69768500       567.10300
      0.70170600       563.10500
      0.70572700       527.16300
      0.70974900       548.96300
      0.71377000       521.58000
      0.71779100       511.21000
      0.72181200       497.44700
      0.72583400       500.61000
      0.72985500       490.81200
      0.73387600       490.20900
      0.73789700       479.54600
      0.74191900       481.69100
      0.74594000       472.11000
      0.74996100       467.34500
      0.75398200       463.42600
      0.75800300       460.38900
      0.76202500       447.87600
      0.76604600       427.24200
      0.77006700       413.56200
      0.77408800       421.35300
      0.77811000       432.29200
      0.78213100       409.58300
      0.78615200       420.93600
      0.79017300       433.03300
      0.79419500       427.21800
      0.79821600       408.81100
      0.80223700       0.0000000
