 k(Mpc^-1)     CL=0.4515     CL=0.5763     CL=0.6827     CL=0.7699     CL=0.8385     CL=0.8904     CL=0.9281     CL=0.9545     CL=0.9722     CL=0.9836     CL=0.9907     CL=0.9949     CL=0.9973
 0.2624062E+05 0.1675620E-06 0.1713140E-06 0.1744834E-06 0.1772709E-06 0.1797820E-06 0.1820845E-06 0.1842196E-06 0.1862240E-06 0.1881129E-06 0.1899015E-06 0.1916151E-06 0.1932444E-06 0.1948036E-06
 0.2421268E+05 0.1684076E-06 0.1721510E-06 0.1753123E-06 0.1780920E-06 0.1805954E-06 0.1828905E-06 0.1850183E-06 0.1870155E-06 0.1888973E-06 0.1906790E-06 0.1923856E-06 0.1940082E-06 0.1955606E-06
 0.2234147E+05 0.1692794E-06 0.1730150E-06 0.1761687E-06 0.1789410E-06 0.1814374E-06 0.1837255E-06 0.1858464E-06 0.1878369E-06 0.1897120E-06 0.1914871E-06 0.1931872E-06 0.1948033E-06 0.1963494E-06
 0.2061487E+05 0.1701778E-06 0.1739061E-06 0.1770529E-06 0.1798185E-06 0.1823082E-06 0.1845898E-06 0.1867043E-06 0.1886885E-06 0.1905573E-06 0.1923262E-06 0.1940202E-06 0.1956302E-06 0.1971703E-06
 0.1902171E+05 0.1711031E-06 0.1748250E-06 0.1779654E-06 0.1807247E-06 0.1832083E-06 0.1854839E-06 0.1875924E-06 0.1895706E-06 0.1914336E-06 0.1931967E-06 0.1948848E-06 0.1964891E-06 0.1980236E-06
 0.1755167E+05 0.1720558E-06 0.1757719E-06 0.1789065E-06 0.1816602E-06 0.1841381E-06 0.1864081E-06 0.1885110E-06 0.1904837E-06 0.1923412E-06 0.1940989E-06 0.1957816E-06 0.1973805E-06 0.1989096E-06
 0.1619524E+05 0.1730364E-06 0.1767472E-06 0.1798767E-06 0.1826252E-06 0.1850979E-06 0.1873627E-06 0.1894605E-06 0.1914281E-06 0.1932805E-06 0.1950331E-06 0.1967107E-06 0.1983046E-06 0.1998287E-06
 0.1494364E+05 0.1740452E-06 0.1777516E-06 0.1808765E-06 0.1836202E-06 0.1860883E-06 0.1883484E-06 0.1904414E-06 0.1924043E-06 0.1942520E-06 0.1959998E-06 0.1976727E-06 0.1992619E-06 0.2007814E-06
 0.1378876E+05 0.1750827E-06 0.1787853E-06 0.1819061E-06 0.1846457E-06 0.1871095E-06 0.1893653E-06 0.1914541E-06 0.1934126E-06 0.1952559E-06 0.1969995E-06 0.1986680E-06 0.2002528E-06 0.2017679E-06
 0.1272313E+05 0.1761494E-06 0.1798488E-06 0.1829661E-06 0.1857021E-06 0.1881622E-06 0.1904141E-06 0.1924990E-06 0.1944535E-06 0.1962929E-06 0.1980324E-06 0.1996968E-06 0.2012776E-06 0.2027887E-06
