 k(Mpc^-1)     CL=0.4515     CL=0.5763     CL=0.6827     CL=0.7699     CL=0.8385     CL=0.8904     CL=0.9281     CL=0.9545     CL=0.9722     CL=0.9836     CL=0.9907     CL=0.9949     CL=0.9973
 0.3917006E+05 0.2096394E-06 0.2252582E-06 0.2337060E-06 0.2396347E-06 0.2442569E-06 0.2480811E-06 0.2513618E-06 0.2542589E-06 0.2568565E-06 0.2592162E-06 0.2613992E-06 0.2634134E-06 0.2652919E-06
 0.3671027E+05 0.2083268E-06 0.2235936E-06 0.2318366E-06 0.2376165E-06 0.2421191E-06 0.2458422E-06 0.2490346E-06 0.2518524E-06 0.2543775E-06 0.2566715E-06 0.2587926E-06 0.2607492E-06 0.2625733E-06
 0.3440495E+05 0.2070825E-06 0.2220134E-06 0.2300618E-06 0.2356999E-06 0.2400888E-06 0.2437154E-06 0.2468244E-06 0.2495671E-06 0.2520240E-06 0.2542553E-06 0.2563178E-06 0.2582198E-06 0.2599926E-06
 0.3224440E+05 0.2059039E-06 0.2205137E-06 0.2283772E-06 0.2338798E-06 0.2381606E-06 0.2416964E-06 0.2447254E-06 0.2473968E-06 0.2497895E-06 0.2519614E-06 0.2539683E-06 0.2558186E-06 0.2575428E-06
 0.3021952E+05 0.2047883E-06 0.2190921E-06 0.2267789E-06 0.2321529E-06 0.2363310E-06 0.2397800E-06 0.2427334E-06 0.2453371E-06 0.2476684E-06 0.2497833E-06 0.2517376E-06 0.2535388E-06 0.2552169E-06
 0.2832181E+05 0.2037343E-06 0.2177453E-06 0.2252631E-06 0.2305150E-06 0.2345951E-06 0.2379617E-06 0.2408431E-06 0.2433826E-06 0.2456549E-06 0.2477168E-06 0.2496211E-06 0.2513758E-06 0.2530102E-06
 0.2654326E+05 0.2027394E-06 0.2164703E-06 0.2238272E-06 0.2289623E-06 0.2329492E-06 0.2362368E-06 0.2390502E-06 0.2415284E-06 0.2437454E-06 0.2457563E-06 0.2476131E-06 0.2493236E-06 0.2509164E-06
 0.2487640E+05 0.2018017E-06 0.2152643E-06 0.2224679E-06 0.2274911E-06 0.2313891E-06 0.2346022E-06 0.2373500E-06 0.2397700E-06 0.2419346E-06 0.2438972E-06 0.2457088E-06 0.2473773E-06 0.2489307E-06
 0.2331422E+05 0.2009191E-06 0.2141256E-06 0.2211822E-06 0.2260990E-06 0.2299122E-06 0.2330540E-06 0.2357397E-06 0.2381042E-06 0.2402185E-06 0.2421345E-06 0.2439031E-06 0.2455317E-06 0.2470476E-06
 0.2185014E+05 0.2000905E-06 0.2130514E-06 0.2199671E-06 0.2247827E-06 0.2285149E-06 0.2315886E-06 0.2342151E-06 0.2365267E-06 0.2385927E-06 0.2404653E-06 0.2421930E-06 0.2437835E-06 0.2452637E-06
 0.2047800E+05 0.1993140E-06 0.2120395E-06 0.2188210E-06 0.2235394E-06 0.2271943E-06 0.2302025E-06 0.2327730E-06 0.2350342E-06 0.2370545E-06 0.2388853E-06 0.2405740E-06 0.2421283E-06 0.2435744E-06
 0.1919203E+05 0.1985881E-06 0.2110877E-06 0.2177409E-06 0.2223660E-06 0.2259471E-06 0.2288936E-06 0.2314098E-06 0.2336228E-06 0.2356000E-06 0.2373909E-06 0.2390424E-06 0.2405622E-06 0.2419760E-06
 0.1798682E+05 0.1979111E-06 0.2101947E-06 0.2167248E-06 0.2212611E-06 0.2247715E-06 0.2276587E-06 0.2301233E-06 0.2322904E-06 0.2342261E-06 0.2359784E-06 0.2375945E-06 0.2390813E-06 0.2404642E-06
 0.1685728E+05 0.1972823E-06 0.2093585E-06 0.2157702E-06 0.2202218E-06 0.2236646E-06 0.2264952E-06 0.2289106E-06 0.2310337E-06 0.2329293E-06 0.2346457E-06 0.2362279E-06 0.2376834E-06 0.2390368E-06
 0.1579869E+05 0.1967002E-06 0.2085773E-06 0.2148760E-06 0.2192461E-06 0.2226243E-06 0.2254002E-06 0.2277689E-06 0.2298501E-06 0.2317078E-06 0.2333894E-06 0.2349394E-06 0.2363648E-06 0.2376901E-06
 0.1480656E+05 0.1961636E-06 0.2078493E-06 0.2140400E-06 0.2183317E-06 0.2216479E-06 0.2243723E-06 0.2266956E-06 0.2287367E-06 0.2305584E-06 0.2322070E-06 0.2337260E-06 0.2351227E-06 0.2364212E-06
 0.1387675E+05 0.1956712E-06 0.2071737E-06 0.2132604E-06 0.2174774E-06 0.2207343E-06 0.2234090E-06 0.2256892E-06 0.2276919E-06 0.2294790E-06 0.2310953E-06 0.2325848E-06 0.2339542E-06 0.2352269E-06
 0.1300532E+05 0.1952225E-06 0.2065487E-06 0.2125354E-06 0.2166811E-06 0.2198812E-06 0.2225082E-06 0.2247472E-06 0.2267131E-06 0.2284666E-06 0.2300530E-06 0.2315143E-06 0.2328574E-06 0.2341056E-06
 0.1218861E+05 0.1948163E-06 0.2059732E-06 0.2118643E-06 0.2159411E-06 0.2190868E-06 0.2216679E-06 0.2238677E-06 0.2257984E-06 0.2275201E-06 0.2290775E-06 0.2305117E-06 0.2318298E-06 0.2330545E-06
 0.1142320E+05 0.1944517E-06 0.2054456E-06 0.2112451E-06 0.2152557E-06 0.2183492E-06 0.2208869E-06 0.2230484E-06 0.2249454E-06 0.2266371E-06 0.2281666E-06 0.2295750E-06 0.2308691E-06 0.2320713E-06
 0.1070584E+05 0.1941276E-06 0.2049655E-06 0.2106768E-06 0.2146241E-06 0.2176674E-06 0.2201632E-06 0.2222885E-06 0.2241532E-06 0.2258157E-06 0.2273182E-06 0.2287018E-06 0.2299729E-06 0.2311536E-06
 0.1003354E+05 0.1938439E-06 0.2045314E-06 0.2101577E-06 0.2140446E-06 0.2170398E-06 0.2194954E-06 0.2215858E-06 0.2234196E-06 0.2250538E-06 0.2265311E-06 0.2278910E-06 0.2291401E-06 0.2303002E-06
 0.9403458E+04 0.1935994E-06 0.2041424E-06 0.2096874E-06 0.2135159E-06 0.2164651E-06 0.2188817E-06 0.2209391E-06 0.2227432E-06 0.2243506E-06 0.2258034E-06 0.2271405E-06 0.2283686E-06 0.2295089E-06
 0.8812943E+04 0.1933936E-06 0.2037974E-06 0.2092644E-06 0.2130366E-06 0.2159415E-06 0.2183214E-06 0.2203464E-06 0.2221220E-06 0.2237041E-06 0.2251335E-06 0.2264487E-06 0.2276566E-06 0.2287780E-06
