   5.6862100e+08   2.7565100e+08   1.1624800e+08       57839800.       22019000.       7108000.0       4470930.0       8403750.0       4278880.0      -741570.00      -2381060.0      -362454.00      -1681140.0      -1814710.0      -1109350.0       123707.00       700682.00       448427.00       411058.00      -253824.00      -501349.00      -563473.00       167383.00      -29715.600      -342105.00      -332936.00      -248984.00      -132868.00       11543.500      -139385.00      -60291.900      -236456.00      -77621.500       163094.00       88475.300      -36585.300       33952.500       63577.300       174156.00       127225.00      -6099.6500      -172729.00      -55955.100      -137433.00      -118196.00      -16329.500       42332.800       105768.00       95768.100      -93624.200      -90188.800       103630.00       27841.100      -152976.00      -187853.00      -139184.00      -244347.00      -241548.00      -132588.00       27363.100       71667.400       545.46300      -48638.100      -26490.900       591.08300      -82664.300      -105158.00      -63280.800       49797.300      -12151.800      -82808.500      -84261.000      -95364.000       53532.000       19837.900       4618.1600      -1175.9000      -24991.100      -75114.300      -87774.600      -57025.400       13842.700       20706.800      -14861.500       40716.600      -12878.800      -57323.100      -36024.100      -16262.700      -3858.2500      -12412.100       5352.4800      -38195.700      -1660.5200       76576.500       55096.400       42463.500       5015.0500      -28176.700      -57866.700       8932.8300       6747.6100      -31154.800      -24091.200      -26116.500       5818.3800       43721.700       9449.0700      -9356.2500      -31429.800      -18570.800       16803.700      -22611.000      -1622.3200       640.52200      -2444.3400      -20518.700       5432.9100      -253.76200      -19382.500      -6412.0100      -14711.800       9248.2700       4690.3000       21222.200      -23677.200      -34884.800      -19483.000      -26168.800      -21861.900       5316.3000      -8590.8200       18081.700       21041.100       7565.7500      -42175.800      -24426.400      -31789.900      -16334.200      -9297.5300      -873.75300      -509.39000       16693.700      -2269.3300       10950.300      -6606.6600      -6852.0100      -6778.4400       4475.7500       3227.9000       1166.4900      -2968.2100      -26379.800      -1965.2400      -9023.3700       12531.100       25429.400       45543.500       29732.400       28670.600       20787.800       14995.700      -9632.7100      -11220.200      -144.18400       6005.5700       52730.700       18931.100       37447.400       33904.100       31157.600       23109.800       19178.900       19641.200       29834.500       12687.200      -12519.900       10528.700      -12099.200       8256.7100      -27640.500      -43396.300      -17770.500      -27941.700      -40890.900      -55407.600      -43610.700      -45161.800      -43374.400      -16708.500      -9314.8600      -35124.500      -46099.500      -29899.800      -35603.200      -34143.900      -12778.600       3242.8900      -8723.5200       0.0000000
   2.7565100e+08   2.8075200e+08   1.4767500e+08       64642700.       23137100.       6957100.0       4365380.0       5847330.0       4026560.0       2014390.0      -895117.00      -414512.00      -429193.00      -1140800.0      -805461.00       325647.00       243729.00       74026.000       268691.00       170382.00       15056.000      -32689.400       265156.00       186473.00      -94537.600      -61937.400      -197188.00      -119640.00      -64655.200      -154802.00      -73485.600      -90342.500       122179.00       206125.00       47362.700      -97618.600       65221.200       126745.00       179094.00       141530.00      -18162.800      -131623.00      -70634.100      -23380.700      -27073.700      -17395.800      -16042.800       9649.1700       4645.2700      -56919.700      -13007.500       83834.900       12255.600      -90160.700      -84714.300      -32994.600      -131286.00      -131214.00      -75047.500       20480.900       52992.400      -2844.1800      -63363.800      -76619.100      -27939.600      -63596.200      -96377.800      -56710.800       39992.900      -40769.100      -85613.000      -35646.100      -41124.400       12891.300      -11781.300      -24712.600      -6654.7600      -5696.9500      -53574.900      -30691.800       20316.000       61556.800       34672.200      -23832.800       5383.1600      -23228.500      -46811.000      -46528.400      -39569.600       19356.600       38575.700       26373.600       10739.000       10169.600       27485.600      -1669.0600       9736.6300      -6930.0300      -14739.800      -18419.500       9221.2400       827.81500      -2315.0800      -20017.100      -18452.500       8967.7200       17969.800       13262.200      -7267.9500      -13756.600      -13109.100       6323.5600       28039.800       48949.600       35984.800       16451.300       13740.100       37476.200       13084.500      -9975.3900      -6224.1900      -2223.6500      -546.29700      -3305.3800       21163.800      -2180.4200      -20094.300      -12704.000      -26271.900      -18063.400      -1692.1300      -11851.000       4747.4700       2789.5400      -14752.500      -30521.200      -37144.900      -23556.400      -24558.500      -2718.1400       9910.5100       5891.0600      -4204.9200      -13180.400      -8525.8300      -22097.000      -12477.500      -6376.7800       9494.9400       11418.300       7868.5800       3013.1600      -1850.1900       17757.300       8704.2200       5423.5100       1794.4500       808.69300       760.69200      -9942.7000       4758.9300       22753.700       17002.600       7279.1000      -3828.0000       15924.800       34124.500       3510.3500       11927.600       27949.800       24084.000       21376.500       27215.000       21557.900       12824.400       1949.9800       2680.6000       16350.700       9634.3900       15832.800      -4025.1200      -12442.900      -2056.3100      -9333.4700      -21452.000      -24626.100      -29251.800      -26156.900      -13724.900      -3322.8600      -6065.5500      -19950.000      -32250.600      -17095.100      -15558.600      -10388.000      -17593.400       5222.7000       1775.7500       0.0000000
   1.1624800e+08   1.4767500e+08   1.5018500e+08       76639300.       25331800.       6119380.0       3269420.0       4106490.0       2785170.0       1470440.0      -272426.00      -479244.00      -200743.00      -645413.00      -143203.00       333931.00       101760.00      -117974.00       262864.00       416957.00       360969.00       195488.00       379379.00       339136.00       152366.00       208575.00      -44608.300       49052.000       124384.00       71350.500      -49550.200       28961.900       91483.700       111738.00      -17847.400      -49068.700       24075.800       33902.400       26786.300      -12345.800      -31090.300      -57540.900      -74478.400       12861.700       14273.100      -18624.800      -2019.8500       6330.8700      -11684.100       2120.3700       18562.200       69424.300       18508.100      -27986.900       23595.700       25975.800      -34984.400      -35507.900      -54206.100       11456.300       43799.600      -15542.600      -46917.800      -44874.200      -13407.200      -32111.500      -4690.2000      -586.96700       27436.600       5635.7900      -6649.5200      -10517.800       6821.7200       34498.400       10660.900       13747.000       13923.100      -4896.9400      -19607.400       17806.500       34949.300       66755.100       41550.500      -5813.1000       10820.500       18725.000       3166.3800      -8327.0100       3735.8400       22905.900       33886.600       2692.4700       13619.200       14130.200       11482.600      -4638.4000       305.12800       2885.5400      -257.53200       19834.900       18586.800       8293.0300       15090.600      -16874.300      -22011.300      -4698.2400       7414.9300       12952.300      -4599.3100       9964.4000       10730.800       1463.0800       17278.900       24508.100       35832.700       31044.400       23782.700       35457.000       21651.400       6532.8800       298.46000       7426.8400       5584.2600      -14365.500       4493.0600       8233.2000      -7494.0000       9889.1100      -12990.200      -15051.900      -13767.500      -13783.400      -402.13600       201.31600      -12303.400      -21677.400      -28055.000      -11262.100      -1522.9200       964.24600       16161.200      -4093.0100      -13767.200      -13552.000      -18838.200      -18754.900      -17945.900      -18440.300      -2911.8800      -1400.1500      -6362.2700       3158.4600      -1074.9500       9510.5900       10258.000       8754.7600      -616.00800       2631.4600       5357.1000      -12624.500      -528.13800       12638.100       16110.100       13298.500       10415.300       13157.100       12932.500      -2353.4200       3007.9200       9326.5500       14035.000       13921.700       10347.000       266.62100      -10931.600      -2529.1200       3160.5900       8666.5200       2105.4900       6621.1600      -1946.3800      -3861.2600      -3366.1300       562.61200       2935.1500       8768.8700      -3587.4700      -8245.8000      -5481.0100      -8904.9400      -6031.5900      -14051.700      -27099.400      -13358.100      -1485.2100       580.30800      -3746.8900       2123.7300       13828.500       0.0000000
       57839800.       64642700.       76639300.       72259700.       33624900.       10782500.       3014540.0       2131210.0       1678350.0       1009550.0      -346294.00      -95442.900      -192311.00      -420816.00       243797.00       476903.00       156883.00       212387.00       224135.00       250933.00       207540.00       183513.00       282689.00       349796.00       156213.00       85893.600      -75955.600      -26.388900       80883.400       57776.500       2922.2000       77216.600       59281.200       39851.400      -115778.00      -91679.700      -39739.900      -16547.400      -18800.400      -32395.800      -11702.800      -22578.600      -44505.500      -24129.300      -42568.300      -29298.700      -41474.100      -32351.600      -24782.500      -19022.700      -23748.500       9768.0400      -20965.200      -20932.700       8606.1200       33859.100      -5952.2600      -17869.700      -44622.100       4367.3200       23546.600      -5708.5500      -34324.300      -23940.500       15533.900      -14191.000       22312.100       26548.800       4332.3300      -7260.1000      -13833.800       11699.200       21538.700       28187.100      -5614.8200       145.81900       12561.100      -9433.3800      -20238.400       14309.500       8061.5800       33946.000       41768.600       17878.300       18182.500       15642.700      -3874.5300       5635.2100       2639.1300       4934.7800       5070.1000      -1166.2200       15732.600       13629.700       6838.2300      -4517.3500       2480.7600      -1993.5900       9130.7700       20794.000       5674.5800      -1230.7000       1330.3500      -18434.800      -20789.600      -12324.400      -4709.0800       848.58600      -2502.8100       2951.6900       5034.6000      -6141.5600      -7552.6700       5684.7400       19008.500       28524.200       27157.100       24414.000       14408.700       9343.8000       2752.6000       9196.3100       8436.4300      -8278.2400      -2129.1000      -2543.4900      -10083.200       2720.5900      -4096.8300      -10599.200      -10904.600      -559.37600       635.95100      -4599.7400      -5189.3500      -10883.700      -19621.500      -4033.2700       3867.4400       56.541600      -1808.5700      -10108.400      -8143.2000      -1810.6600      -8522.2200      -9203.5700      -15019.700      -12863.600      -1720.6300      -5307.1400      -16256.600      -3278.9200      -5265.4900      -2203.1800      -1837.4400      -1288.9100      -7368.6200       227.36900       1257.4700      -7085.8800       3264.5900       9222.2100       6524.8000       7841.8500       8840.8400       6173.0800       9139.0100       840.97000      -2174.4200      -2785.5700      -568.33400       3402.2000      -738.35400      -3857.5700      -6819.7600      -3160.0700       1005.5100       2939.0700      -3062.7300      -2362.2600      -7900.7800      -4650.5600      -9132.8000      -6728.6000       3033.6500       13535.400       4478.5000       2498.3200       6442.1900      -4269.4000      -3182.4900      -8488.9500      -16615.700      -12433.100      -5351.1800       547.29300      -1758.1300      -40.862400       7020.2800       0.0000000
       22019000.       23137100.       25331800.       33624900.       38436700.       20051600.       7511570.0       1880370.0       1499810.0       1039550.0       304115.00      -35526.800      -177724.00      -273994.00       314062.00       602900.00       309632.00       395269.00       259742.00       139574.00       190697.00       233008.00       196982.00       240744.00       116850.00       62236.100       34274.900       13798.400       54305.400       88183.100       70718.100       51032.200       84349.200       155926.00       18735.400       4139.9700       4122.9700       32491.000       59705.400       46309.100       46601.200       66010.000       23189.700       21917.300       9961.9600       22670.100       4073.4000       20698.700       35032.900       36363.700       13623.300      -13061.700      -1949.6100       27670.600       57976.200       49473.000       30769.200       25050.600       5475.5500       15426.200       34335.500       7758.6000      -6761.7000       10011.500       18160.100       2554.3300       24187.300       26128.000       4735.1900      -6005.0200      -6485.9600       9728.4400       15916.500       21986.500       4060.5700       3431.5900      -4009.0200      -11064.500      -9724.4300       20707.200       11225.200       29731.600       31616.200       28106.900       14239.400       13822.100       7720.5600       23949.000       24118.900       8291.9600       9654.1200       10691.600       14594.400       15359.400       10021.600       12179.600       9879.0100       9707.4600       22152.600       18429.500       10563.900       15917.600       20734.800       6554.2100      -3349.3200      -5351.2500      -1165.3800      -2014.0400       11511.400       5081.8700       8953.7400       3657.6100      -8009.2300       2659.2500       10566.500       14689.900       12752.400       19588.500       14260.000       9058.1100       1051.3200       8103.0700       16818.200       1551.9100       3664.4700       14877.500       10644.900       5872.0300       3410.4300      -3556.9100      -2745.9200      -861.79600      -5409.6200      -1200.8200       3817.6900       4157.6900      -2178.9600       4180.4300       11199.100       9986.6500       1074.2200      -969.02800      -14.112800       4369.0700       2682.4500       709.73300      -2124.1600       5242.2000       3375.6400       1700.2800       75.662300       5765.0800       2046.5600       1569.5600      -4839.7100      -4649.9500      -4577.6700       3002.4300       5064.4400      -2624.3800       6657.8300       15354.000       8085.6900       6940.0000       10879.300       8531.3000       14965.600       9240.5500       3923.9000       8326.3000       7093.7700       10619.100       6187.5000       505.22500       6622.5600       6819.0300       1905.2000       2558.4100      -1307.9900       412.68400      -1166.8700      -2682.0100      -1420.8200      -1308.8400       4234.3100       7491.4100       4793.9000       6473.7500       9726.6900       1494.9500       1938.0900       1433.9400      -5042.0600      -5962.2900      -2606.1700       1750.4400      -3176.4300      -1132.8300       3802.4200       0.0000000
       7108000.0       6957100.0       6119380.0       10782500.       20051600.       23584200.       12762800.       4512620.0       1705260.0       1098970.0       532661.00       154949.00       283340.00       67952.000       312106.00       603045.00       413493.00       289521.00       187497.00       193770.00       271287.00       205990.00       168113.00       241792.00       192583.00       134246.00       122398.00       87711.500       84782.600       109067.00       118172.00       77927.200       80416.800       110548.00       68528.500       99268.600       95665.600       105807.00       148202.00       143130.00       93823.800       93484.900       62245.800       61873.500       48960.300       56917.200       43722.200       54182.600       61028.400       74803.200       40876.400       1410.9900       9585.2400       45339.600       65038.500       66695.000       73041.300       57148.500       40437.000       35361.700       42272.800       18342.800       13226.700       16137.400       19947.200       31057.800       34946.400       38119.800       23168.400       20868.900       22755.900       26358.000       15481.800       21607.300       25834.200       16010.700       8435.5800       9270.9300       17901.700       27118.000       29699.000       36500.000       31247.300       18256.700       5234.6000       6666.3400       15709.200       28040.600       29683.500       16661.000       11649.000       17863.400       18125.400       23933.500       29878.400       26123.800       15955.900       21628.100       25923.100       19024.300       11570.400       16725.300       31727.400       21868.600       9710.0200       7231.0600       8126.9000       7223.1000       19936.500       18662.600       18798.200       10777.100       6454.6000       19781.900       14865.400       14655.400       13000.300       15911.500       16040.000       13665.900       8994.5800       9392.5600       17170.900       8158.8400       12735.700       23287.500       25154.600       17672.000       14034.800       9517.6500       5722.5100       430.45900      -1238.0300       2826.3000       8962.5600       12388.800       12322.000       13532.700       16000.200       15668.700       6714.9600       7519.8600       6539.3400       6820.9100       7927.1700       6090.1200       7546.8000       10748.900       956.23300       7245.0800       9249.1900       13487.900       13766.100       9129.2200       4697.8500       5783.1900       4331.5800       4649.0600       6024.7400      -109.95400       6773.2200       15826.300       7520.5700       6773.2900       10255.800       9275.2200       15240.700       9856.8300       7097.0000       9601.0300       9650.7800       15605.700       11134.000       6654.6000       9486.8200       10882.300       7325.8600       6123.0100       4395.1600       5710.0500       4082.8700      -1239.2700       3834.2100       2974.8700       3520.6900       4840.2300       7859.5700       10372.000       6049.8600       5101.5400       7842.2300       9239.2100       6317.9900       4320.5100       6014.3200       5674.1500      -606.10700      -1454.0900       2273.6500       0.0000000
       4470930.0       4365380.0       3269420.0       3014540.0       7511570.0       12762800.       15178600.       7936790.0       2940060.0       1282780.0       517523.00       212972.00       381646.00       179860.00       186277.00       348870.00       210437.00       189245.00       176894.00       218337.00       214721.00       161375.00       131059.00       177562.00       131392.00       115062.00       120173.00       109858.00       105137.00       121075.00       130723.00       88975.900       85726.700       87174.300       73782.200       101692.00       124665.00       109566.00       109826.00       111385.00       95170.700       92977.600       48530.200       51935.500       40336.700       63300.300       67061.700       52783.100       53756.300       61937.400       30814.700       4240.8000      -6987.8100       40564.600       45015.100       38967.000       54739.800       52444.800       44210.700       45900.900       56214.000       35974.800       30645.000       15365.200       8863.0300       8890.5800       23094.700       19282.600       20857.700       25370.800       11232.300       17100.000       14156.100       15405.300       30391.700       21674.300       5528.0000       5236.0200       9684.9300       13813.600       32577.800       38093.100       28997.100       17417.400       5818.2800       9040.3100       11620.300       16113.500       19756.100       9279.5100       16.382400       7781.9700       13780.000       18969.200       25662.700       24615.000       16341.400       15974.400       16439.000       10616.400       5815.4500       5737.3700       20872.700       19979.000       15471.500       12708.800       13634.800       13041.900       18908.600       19845.900       18522.500       14846.000       16262.800       18333.000       10319.800       15715.700       9216.7900       11428.900       14005.700       11107.300       2385.3500       707.17700       8503.4500       5180.2100       10723.300       16832.900       15179.200       13162.000       11502.500       11223.100       9987.6100       1375.3500       784.37800       438.04900       5650.8800       12653.300       14219.400       11025.600       6467.7200       6498.7800       4153.1200       4947.6600       6184.3000       7378.6600       12414.400       7573.6500       4458.1100       4211.1200      -4896.7300       2325.9700       5614.1000       9919.4000       12460.000       7806.0400       7345.6800       8483.4700       6128.4300       7043.8700       3995.1400       1131.1900       4988.5600       11073.100       5530.9700       5701.1600       8017.4300       6921.0600       11953.500       10186.100       12353.100       11245.100       9331.9900       13497.100       12623.800       9107.9100       8575.3100       12430.700       10290.500       5893.2700       9183.6100       7328.4800       7563.9500       4273.7700       7528.7500       3812.1800       1940.7400       3916.3000       6453.7800       6899.0300       3755.2600       2013.2400       4382.4800       3631.1400       6116.9000       5691.6000       3186.8300       3305.6900       204.95400      -768.84100       1599.4700       0.0000000
       8403750.0       5847330.0       4106490.0       2131210.0       1880370.0       4512620.0       7936790.0       9298150.0       4849900.0       1840380.0       815471.00       288160.00       278029.00       182922.00       133658.00       203729.00       31650.400       47544.100       162469.00       192242.00       164941.00       118744.00       105158.00       89090.600       74216.200       62951.000       56436.900       45402.400       72913.200       103291.00       100427.00       74941.300       74069.600       69661.300       42037.100       38615.900       75183.000       63194.100       59243.600       72956.200       57635.600       42270.700       21672.600       27051.800       31807.000       55095.700       54941.200       42478.900       47569.300       49250.900       33313.900       20802.200       9343.6400       22260.700       26062.400       22679.200       37475.700       20655.500       19191.900       26507.000       49744.000       43221.900       27366.600       10019.700       9672.5700       6023.8000       19419.900       13032.800       12488.400       20439.600       16179.900       18204.400       19193.300       16546.600       28285.100       24114.100       11373.100       4818.0600       9758.7200       10178.000       14656.600       19963.400       20421.900       14944.300       10084.800       9540.0200       10275.000       8736.1900       8530.9900       6083.1800      -849.00400       1837.2800       11330.700       10013.500       11328.100       8095.6900       14492.600       14731.100       16561.400       14471.300       4901.1600       1409.5800       13061.800       14077.100       13249.200       8850.9200       9283.1000       11495.200       18617.200       15777.400       15185.200       8780.3000       9618.6100       11118.400       7105.4200       6630.4400       2149.1300       6368.8300       5080.1200       5698.5900       5551.2300       5738.2000       6366.6300       6444.3200       10752.700       10802.300       9929.6800       10243.600       8422.5100       7774.3700       11085.000       5633.2900       7618.4400       5428.7400       3796.9100       5829.2800       9339.0700       7568.0200       5303.1400       6767.2400       7610.6200       4332.1800       6609.0000       9718.6200       8065.4900       5954.4400       4059.2700       1642.6500      -2577.3100       2240.5000       4961.9200       8743.6200       10181.700       7933.7100       4713.1800       4547.5300       5133.4700       5359.7700       5500.1800       5774.0000       3670.0200       7067.7000       3227.0400       5251.9800       5773.0600       3931.5300       5565.8900       4855.3800       6841.0000       5724.0700       7574.9800       11756.700       9099.5300       5594.3300       3073.0500       6799.7800       5410.2700       5746.2500       7619.3300       3685.3000       4100.5600       2340.7200       3120.0200       3781.1900       944.61400       319.84500       1744.1500       4448.2000       2806.0300       2841.0400       4520.9700       4219.7100       3589.6800       4968.5200       1158.4900      -1810.8800      -794.25100      -922.40900       1152.0100       0.0000000
       4278880.0       4026560.0       2785170.0       1678350.0       1499810.0       1705260.0       2940060.0       4849900.0       5898920.0       2983980.0       1257170.0       439706.00       229006.00       183471.00       160336.00       169437.00       81359.100       87272.100       168305.00       209674.00       159000.00       83702.000       75008.900       100606.00       120854.00       100641.00       85207.100       78745.300       84574.100       96245.800       75866.800       67490.500       80468.900       78843.700       41671.600       30852.200       48230.700       36393.800       47828.600       68927.600       60214.500       40819.800       32781.100       27042.200       38258.900       34148.600       43657.200       39442.600       41805.400       46273.600       31617.000       27106.500       20663.600       29420.800       32621.000       34689.700       38142.600       25053.400       17933.900       23036.500       37636.700       34206.400       24682.000       17587.800       22043.300       19448.200       24140.300       15645.800       8810.2000       19235.000       20384.500       20458.200       22385.900       16091.300       22144.800       13857.400       7822.7600       9334.8300       13388.800       12503.900       11076.500       17593.000       19966.300       18061.800       14349.300       12942.500       15721.500       14667.800       7562.9600       5144.4500       4862.2500       7258.1200       10939.800       8227.0300       10330.900       6659.1200       13464.700       15416.800       13120.500       9844.3500       9874.5500       7558.0000       9931.4800       10640.900       10879.600       9534.2800       10076.300       11791.400       16162.900       12327.400       13196.300       5244.0800       7290.9500       7871.0700       9503.8000       6096.7800       3381.1500       5877.7600       5595.1700       7744.0600       8157.0400       5742.5800       7313.1700       7812.2800       8897.6400       7787.1900       9058.8300       6773.1300       8628.4000       7183.4700       9246.9900       7057.2000       10001.300       8898.1300       4832.6400       4631.5700       7628.2600       7103.3900       5164.0100       6561.5900       6393.6000       3335.9600       6453.3900       9105.5100       7992.2400       6132.6800       4614.8800       2755.6800       916.59600       1911.8000       3786.9800       7368.2100       6953.4200       6222.6300       3525.0400       4856.9600       4372.1800       3028.6900       6383.2300       7335.0400       5184.4600       6306.3500       5207.0400       6477.8900       6241.3900       4490.9600       3823.9900       5201.5600       7064.1300       6721.6300       7750.4000       10540.500       8556.3800       5739.0600       3071.9700       4166.5600       3890.6600       5850.2900       7142.0600       4110.3000       4083.8100       2463.4900       2176.0600       2256.2100       1975.2200       3287.9500       2558.0800       2898.7500       1906.9700       711.01600       3218.3800       4807.9700       4500.2000       4634.7600       269.88000       85.229500       1248.5100       1983.7900       3175.2200       0.0000000
      -741570.00       2014390.0       1470440.0       1009550.0       1039550.0       1098970.0       1282780.0       1840380.0       2983980.0       3825120.0       2100520.0       816605.00       342127.00       213027.00       161570.00       111878.00       51268.300       42845.200       51719.200       78186.700       74847.000       46544.100       54819.400       88005.200       78426.500       70990.500       65252.700       52274.000       75828.400       81750.500       56629.200       53287.100       55057.900       39311.800       28428.200       16897.600       11106.200       5609.6700       29592.400       40849.300       29820.300       30551.300       33345.200       26526.100       18447.100       8747.4800       7240.1300       6209.8100       9086.7300       24369.500       23303.800       14660.300       8681.8200       15842.300       17442.400       27017.700       28443.400       17871.800       14557.200       13864.600       22164.300       19618.500       10936.100       10203.100       14391.700       14378.100       13976.500       5572.4700       4436.0700       9501.5500       12910.600       14092.800       12671.600       5919.1400       10422.500       5358.8100      -1451.6400       2425.0500       6630.0600       4337.3100       4069.4100       8897.1000       14942.400       12172.400       7222.5200       4241.3000       8372.6100       10482.900       7087.2100       4579.5800       364.29100       2448.6800       7417.0800       8037.3200       7979.6700       5359.0600       7409.1900       7038.5600       5316.4000       4834.5400       6953.7300       6578.3600       7855.7700       8713.0400       5393.3800       2858.1800       4644.7100       6582.6300       7500.0700       6494.9400       7642.7200       5745.5200       5653.4300       7244.3600       8423.4600       4572.9600       2629.2400       5291.9400       7026.5900       7810.2500       8206.2800       6153.9200       7074.6800       5726.2100       4650.0200       4886.4900       6354.4800       3793.0700       3469.3800       3445.9800       5031.3800       2595.6800       4629.6200       3980.7100       5342.8000       5637.3500       5042.5100       5031.9300       4291.9000       6261.9500       4879.2200       2331.0000       2753.9000       5291.9400       6198.7600       7269.3100       6196.9400       4625.9400       3752.7700       3730.6200       2748.9500       3394.9900       2631.1900       4034.4200       4063.2900       6116.8400       5079.2600       1874.7500       504.79600       1261.0900       3268.7100       5914.3700       5350.5700       5831.3400       4383.8000       5612.7100       4996.7600       4953.3800       6105.1600       8093.8100       6772.9700       7176.8300       5866.7100       4513.8400       719.91600       1305.0900       1685.9400       3509.2500       4538.9000       3734.0200       1323.4700       887.47800       1513.3800       2460.8500       3285.7500       4048.2000       3371.6700       3482.3800       1506.2700       2476.8500       3131.3100       4638.1300       5286.3200       4308.6000       2480.0600       1554.1500       1934.6900       2224.3100       3081.2800       0.0000000
